Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,returns,high_low_pct,price_change,volume_pct,volume_ma_5,volume_ma_15,SMA_5,SMA_15,SMA_60,SMA_240,EMA_10,EMA_30,RSI_7,RSI_14,MACD,MACD_signal,MACD_hist,BB_upper,BB_middle,BB_lower,ATR_7,VWAP,price_volume,order_book_imbalance
2025-08-14 09:30:00-04:00,234.05499267578125,234.80999755859375,233.77000427246094,234.7104034423828,5110033,0.0,0.0,0.0030359121469349937,0.004430963736075347,0.0030359121469349937,inf,1022006.6,340668.86666666664,233.84808068847656,232.92466689615884,232.78541005737307,233.09944459767658,233.47075364613676,232.98517468568932,94.8389704684816,84.87779442897873,0.3412632617022098,0.10188126611189505,0.23938199559031473,233.84816717522736,232.86250017211916,231.87683316901095,0.5359092640197625,234.43013509114581,1199377907.0338898,0.09576419148983083
2025-08-14 09:31:00-04:00,234.77000427246094,235.11000061035156,234.07339477539062,234.47000122070312,931704,0.0,0.0,-0.00102425038751508,0.0044210595366747825,-0.00102425038751508,-0.8176716275609179,1208347.4,402782.4666666667,234.1220809326172,233.0547003108724,232.80507674438476,233.10669460276284,233.65243502333064,233.0809699460128,82.17719578169613,77.27053554298138,0.4047157004400219,0.16244815297752044,0.24226754746250148,234.06529501110842,232.9510002331543,231.8367054552002,0.6074373455827874,234.44879421058607,218456638.01733398,0.6173989842636904
2025-08-14 09:32:00-04:00,234.44500732421875,234.52999877929688,234.01010131835938,234.10000610351562,178167,0.0,0.0,-0.0015780062065987588,0.002220834888434855,-0.0015780062065987588,-0.8087729579351381,1243980.8,414660.26666666666,234.25408215332033,233.17003405110674,232.8159101794434,233.11273629486084,233.73381158336426,233.14671421423878,66.28667027504602,67.27652385137768,0.42030172485564776,0.2140188673531459,0.20628285750250186,234.19076146689443,233.01750053833013,231.84423960976582,0.5949316477763178,234.4420505291826,41708895.78744507,0.8270720824894253
2025-08-14 09:33:00-04:00,233.4499969482422,233.4499969482422,232.88999938964844,233.0749969482422,732690,0.0,0.0,-0.004378509733229952,0.0024026496446468083,-0.004378509733229952,3.112377713044503,1390518.8,463506.26666666666,234.07108154296876,233.21503384765626,232.81466012858073,233.1143821154785,233.61402710425114,233.14208729385194,40.792322122149045,48.544571699146225,0.3459561221981744,0.24040631832215162,0.10554980387602278,234.2044889610524,233.0362503857422,231.868011810432,0.6827995143607277,234.30465976654716,170771719.51400757,0.6696457764471774
2025-08-14 09:34:00-04:00,233.07049560546875,233.60000610351562,232.91000366210938,233.55999755859375,409004,0.0,0.0,0.0020808779006837863,0.002954283475847132,0.0020808779006837863,-0.44177755940438657,1472319.6,490773.2,233.9830810546875,233.29569368489584,232.8263267545573,233.11829877197263,233.60420355049524,233.16904924641594,51.16144152162121,54.93794049397635,0.3224551303754879,0.2568160807328189,0.06563904964266898,234.25431309283366,233.0842502636719,231.91418743451013,0.6838285039386596,234.25199022777602,95526973.24145508,0.05798319326890759
2025-08-14 09:35:00-04:00,233.57000732421875,233.91000366210938,233.3699951171875,233.69000244140625,234089,0.0,0.0,0.0005566230697526819,0.002310790103471683,0.0005566230697526819,-0.4276608541725754,497130.8,506379.13333333336,233.77900085449218,233.3883605143229,232.83999346191408,233.12279878214517,233.6198033488427,233.20265912996373,53.697351590131746,56.498238192682315,0.3107387299367872,0.26760061057361256,0.04313811936317463,234.3123302438437,233.13825038574223,231.96417052764076,0.6632827955076903,234.23364315767617,54704258.98150635,0.40740322117349653
2025-08-14 09:36:00-04:00,233.64999389648438,233.7696075439453,233.41000366210938,233.6199951171875,153018,0.0,0.0,-0.0002995734669321015,0.0015392684245864935,-0.0002995734669321015,-0.34632554284908734,341393.6,516580.3333333333,233.60899963378907,233.4776935221354,232.85532004720054,233.12700709513345,233.61983821581447,233.2295840323653,52.00100968173683,55.386082529799,0.2924334019638195,0.27256716885165394,0.019866233112165566,234.3571862437557,233.1932751416016,232.02936403944747,0.6199000935545828,234.22112766139932,35748064.4128418,0.4160478634223019
2025-08-14 09:37:00-04:00,233.66000366210938,234.52000427246094,233.63999938964844,234.49000549316406,352034,0.0,0.0,0.0037240407249394814,0.003752846015597685,0.0037240407249394814,1.3006051575631625,376167.0,540049.2666666667,233.68699951171874,233.61502722167967,232.88893680541995,233.13488211802164,233.77805044805984,233.31090154596524,67.07942450386619,64.68878227567811,0.3441615835219807,0.2868860517857193,0.057275531736261376,234.50024472597067,233.2992754162598,232.09830610654893,0.6599156738001335,234.22093393246948,82548454.59378052,0.03408933277459759
2025-08-14 09:38:00-04:00,234.49000549316406,234.8300018310547,234.3300018310547,234.63999938964844,243659,0.0,0.0,0.0006396600834603916,0.002130923974175813,0.0006396600834603916,-0.30785378685013376,278360.8,556293.2,234.0,233.76436051432293,232.91977012858072,233.14354878214516,233.93476843743957,233.39664979394482,69.03591516176114,66.00488269313479,0.3927326168438583,0.3080553647973471,0.08467725204651122,234.6463253055158,233.4112753857422,232.17622546596857,0.6370705775429715,234.232002808476,57172147.61128235,0.380004882736499
2025-08-14 09:39:00-04:00,234.6221923828125,234.63499450683594,233.86000061035156,234.19000244140625,265488,0.0,0.0,-0.0019178185706304474,0.0033092526939884057,-0.0019178185706304474,0.08958831810029588,249657.6,573992.4,234.1260009765625,233.87702734375,232.9517468359375,233.15038212565102,233.98117461997896,233.44783383571655,57.14826126510871,58.91086311651043,0.39041406740039974,0.3245271053179576,0.06588696208244216,234.70653382869574,233.50327050781252,232.3000071869293,0.6574888920792434,234.2318896341934,62174635.36816406,0.5741878321763536
