Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-08-14 05:01:00-04:00,202.02,202.02,202.02,202.02,0,0.0,0.0
2025-08-14 05:03:00-04:00,201.96,201.96,201.93,201.93,0,0.0,0.0
2025-08-14 05:04:00-04:00,201.94,201.94,201.94,201.94,0,0.0,0.0
2025-08-14 05:05:00-04:00,202.0,202.0,201.99,201.99,0,0.0,0.0
2025-08-14 05:06:00-04:00,202.0,202.0,201.99,202.0,0,0.0,0.0
2025-08-14 05:07:00-04:00,202.04,202.04,202.01,202.03,0,0.0,0.0
2025-08-14 05:08:00-04:00,202.04,202.04,202.02,202.02,0,0.0,0.0
2025-08-14 05:10:00-04:00,202.02,202.02,201.99,201.99,0,0.0,0.0
2025-08-14 05:11:00-04:00,201.94,201.94,201.94,201.94,0,0.0,0.0
2025-08-14 05:12:00-04:00,201.92,201.92,201.92,201.92,0,0.0,0.0
2025-08-14 05:18:00-04:00,201.94,201.94,201.94,201.94,0,0.0,0.0
2025-08-14 05:19:00-04:00,201.95,201.95,201.95,201.95,0,0.0,0.0
2025-08-14 05:20:00-04:00,201.99,201.99,201.99,201.99,0,0.0,0.0
2025-08-14 05:21:00-04:00,202.05,202.09,202.05,202.05,0,0.0,0.0
2025-08-14 05:22:00-04:00,202.05,202.05,202.05,202.05,0,0.0,0.0
2025-08-14 05:26:00-04:00,202.03,202.03,202.03,202.03,0,0.0,0.0
2025-08-14 05:27:00-04:00,202.05,202.05,202.05,202.05,0,0.0,0.0
2025-08-14 05:28:00-04:00,202.08,202.08,202.08,202.08,0,0.0,0.0
2025-08-14 05:30:00-04:00,202.06,202.06,202.06,202.06,0,0.0,0.0
2025-08-14 05:31:00-04:00,202.05,202.1,202.05,202.1,0,0.0,0.0
2025-08-14 05:32:00-04:00,202.09,202.11,202.09,202.11,0,0.0,0.0
2025-08-14 05:33:00-04:00,202.11,202.12,202.05,202.05,0,0.0,0.0
2025-08-14 05:34:00-04:00,202.05,202.05,202.05,202.05,0,0.0,0.0
2025-08-14 05:38:00-04:00,202.05,202.05,202.01,202.01,0,0.0,0.0
2025-08-14 05:40:00-04:00,202.0,202.0,202.0,202.0,0,0.0,0.0
2025-08-14 05:41:00-04:00,201.97,202.0,201.97,202.0,0,0.0,0.0
2025-08-14 05:42:00-04:00,202.04,202.04,202.0,202.0,0,0.0,0.0
2025-08-14 05:43:00-04:00,201.95,201.95,201.95,201.95,0,0.0,0.0
2025-08-14 05:45:00-04:00,201.96,201.96,201.96,201.96,0,0.0,0.0
2025-08-14 05:47:00-04:00,202.0,202.0,201.97,201.97,0,0.0,0.0
2025-08-14 05:48:00-04:00,201.97,201.97,201.97,201.97,0,0.0,0.0
2025-08-14 05:49:00-04:00,201.96,201.96,201.92,201.92,0,0.0,0.0
2025-08-14 05:51:00-04:00,201.92,201.94,201.92,201.92,0,0.0,0.0
2025-08-14 05:52:00-04:00,201.92,201.92,201.92,201.92,0,0.0,0.0
2025-08-14 05:53:00-04:00,201.92,201.92,201.92,201.92,0,0.0,0.0
2025-08-14 05:54:00-04:00,201.92,201.92,201.92,201.92,0,0.0,0.0
2025-08-14 05:57:00-04:00,201.93,201.94,201.93,201.93,0,0.0,0.0
2025-08-14 05:59:00-04:00,201.97,201.97,201.97,201.97,0,0.0,0.0
2025-08-14 06:01:00-04:00,201.99,202.0,201.99,202.0,0,0.0,0.0
2025-08-14 06:04:00-04:00,202.06,202.06,202.06,202.06,0,0.0,0.0
2025-08-14 06:06:00-04:00,202.07,202.07,202.07,202.07,0,0.0,0.0
2025-08-14 06:08:00-04:00,202.07,202.07,202.07,202.07,0,0.0,0.0
2025-08-14 06:10:00-04:00,202.06,202.06,202.01,202.01,0,0.0,0.0
2025-08-14 06:15:00-04:00,202.06,202.08,202.06,202.08,0,0.0,0.0
2025-08-14 06:16:00-04:00,202.11,202.12,202.11,202.12,0,0.0,0.0
2025-08-14 06:18:00-04:00,202.12,202.12,202.12,202.12,0,0.0,0.0
2025-08-14 06:19:00-04:00,202.12,202.12,202.1,202.1,0,0.0,0.0
2025-08-14 06:20:00-04:00,202.1,202.1,202.09,202.09,0,0.0,0.0
2025-08-14 06:23:00-04:00,202.13,202.13,202.13,202.13,0,0.0,0.0
2025-08-14 06:26:00-04:00,202.13,202.13,202.13,202.13,0,0.0,0.0
2025-08-14 06:27:00-04:00,202.13,202.13,202.13,202.13,0,0.0,0.0
2025-08-14 06:31:00-04:00,202.13,202.13,202.13,202.13,0,0.0,0.0
2025-08-14 06:32:00-04:00,202.15,202.15,202.09,202.1,0,0.0,0.0
2025-08-14 06:34:00-04:00,202.08,202.1,202.03,202.1,0,0.0,0.0
2025-08-14 06:35:00-04:00,202.1,202.1,202.1,202.1,0,0.0,0.0
2025-08-14 06:36:00-04:00,202.1,202.1,202.1,202.1,0,0.0,0.0
2025-08-14 06:38:00-04:00,202.14,202.14,202.0,202.01,0,0.0,0.0
2025-08-14 06:41:00-04:00,201.97,201.97,201.92,201.92,0,0.0,0.0
2025-08-14 06:42:00-04:00,201.95,201.98,201.95,201.98,0,0.0,0.0
2025-08-14 06:44:00-04:00,201.9,201.9,201.89,201.89,0,0.0,0.0
2025-08-14 06:46:00-04:00,201.93,202.0,201.93,202.0,0,0.0,0.0
2025-08-14 06:47:00-04:00,202.0,202.0,202.0,202.0,0,0.0,0.0
2025-08-14 06:49:00-04:00,202.0,202.0,201.96,201.96,0,0.0,0.0
2025-08-14 06:50:00-04:00,201.96,201.96,201.93,201.94,0,0.0,0.0
2025-08-14 06:51:00-04:00,201.92,201.92,201.92,201.92,0,0.0,0.0
2025-08-14 06:52:00-04:00,201.94,201.99,201.94,201.99,0,0.0,0.0
2025-08-14 06:53:00-04:00,201.96,201.99,201.96,201.99,0,0.0,0.0
2025-08-14 06:56:00-04:00,201.94,201.94,201.91,201.91,0,0.0,0.0
2025-08-14 06:58:00-04:00,201.92,201.92,201.92,201.92,0,0.0,0.0
2025-08-14 07:00:00-04:00,201.91,201.92,201.05,201.36,0,0.0,0.0
2025-08-14 07:01:00-04:00,201.43,201.43,201.43,201.43,0,0.0,0.0
2025-08-14 07:02:00-04:00,201.58,201.58,201.58,201.58,0,0.0,0.0
2025-08-14 07:03:00-04:00,201.59,201.59,201.56,201.57,0,0.0,0.0
2025-08-14 07:04:00-04:00,201.67,201.68,201.62,201.63,0,0.0,0.0
2025-08-14 07:05:00-04:00,201.64,201.65,201.64,201.65,0,0.0,0.0
2025-08-14 07:06:00-04:00,201.63,201.63,201.63,201.63,0,0.0,0.0
2025-08-14 07:07:00-04:00,201.72,201.73,201.72,201.73,0,0.0,0.0
2025-08-14 07:08:00-04:00,201.73,201.73,201.73,201.73,0,0.0,0.0
2025-08-14 07:09:00-04:00,201.76,201.8,201.74,201.8,0,0.0,0.0
2025-08-14 07:11:00-04:00,201.88,201.88,201.84,201.84,0,0.0,0.0
2025-08-14 07:12:00-04:00,201.84,201.84,201.84,201.84,0,0.0,0.0
2025-08-14 07:13:00-04:00,201.81,201.84,201.81,201.84,0,0.0,0.0
2025-08-14 07:14:00-04:00,201.84,201.84,201.81,201.81,0,0.0,0.0
2025-08-14 07:15:00-04:00,201.82,201.82,201.82,201.82,0,0.0,0.0
2025-08-14 07:16:00-04:00,201.83,201.83,201.82,201.82,0,0.0,0.0
2025-08-14 07:17:00-04:00,201.82,201.85,201.77,201.85,0,0.0,0.0
2025-08-14 07:18:00-04:00,201.85,201.85,201.85,201.85,0,0.0,0.0
2025-08-14 07:19:00-04:00,201.85,201.85,201.85,201.85,0,0.0,0.0
2025-08-14 07:21:00-04:00,201.85,201.87,201.82,201.85,0,0.0,0.0
2025-08-14 07:22:00-04:00,201.86,201.86,201.84,201.86,0,0.0,0.0
2025-08-14 07:23:00-04:00,201.85,201.87,201.82,201.87,0,0.0,0.0
2025-08-14 07:24:00-04:00,201.84,201.84,201.82,201.82,0,0.0,0.0
2025-08-14 07:25:00-04:00,201.85,201.85,201.82,201.83,0,0.0,0.0
2025-08-14 07:26:00-04:00,201.82,201.85,201.82,201.85,0,0.0,0.0
2025-08-14 07:27:00-04:00,201.85,201.85,201.85,201.85,0,0.0,0.0
2025-08-14 07:28:00-04:00,201.85,201.85,201.85,201.85,0,0.0,0.0
2025-08-14 07:29:00-04:00,201.86,201.91,201.86,201.89,0,0.0,0.0
2025-08-14 07:30:00-04:00,201.88,201.89,201.88,201.89,0,0.0,0.0
2025-08-14 07:31:00-04:00,201.95,201.95,201.95,201.95,0,0.0,0.0
2025-08-14 07:32:00-04:00,201.95,201.95,201.95,201.95,0,0.0,0.0
2025-08-14 07:34:00-04:00,201.95,201.97,201.95,201.97,0,0.0,0.0
2025-08-14 07:36:00-04:00,201.97,201.97,201.9,201.9,0,0.0,0.0
2025-08-14 07:37:00-04:00,201.94,201.96,201.91,201.96,0,0.0,0.0
2025-08-14 07:38:00-04:00,201.86,201.86,201.86,201.86,0,0.0,0.0
2025-08-14 07:39:00-04:00,201.87,201.89,201.87,201.89,0,0.0,0.0
2025-08-14 07:41:00-04:00,201.92,201.92,201.81,201.84,0,0.0,0.0
2025-08-14 07:42:00-04:00,201.81,201.81,201.78,201.78,0,0.0,0.0
2025-08-14 07:43:00-04:00,201.78,201.78,201.78,201.78,0,0.0,0.0
2025-08-14 07:45:00-04:00,201.77,201.77,201.77,201.77,0,0.0,0.0
2025-08-14 07:46:00-04:00,201.78,201.78,201.78,201.78,0,0.0,0.0
2025-08-14 07:49:00-04:00,201.78,201.78,201.71,201.71,0,0.0,0.0
2025-08-14 07:50:00-04:00,201.71,201.76,201.71,201.76,0,0.0,0.0
2025-08-14 07:53:00-04:00,201.78,201.82,201.78,201.8,0,0.0,0.0
2025-08-14 07:54:00-04:00,201.85,201.85,201.85,201.85,0,0.0,0.0
2025-08-14 07:55:00-04:00,201.85,201.85,201.85,201.85,0,0.0,0.0
2025-08-14 07:56:00-04:00,201.9,201.9,201.9,201.9,0,0.0,0.0
2025-08-14 07:57:00-04:00,201.99,201.99,201.96,201.96,0,0.0,0.0
2025-08-14 08:00:00-04:00,201.92,202.1657,201.34,201.9,0,0.0,0.0
2025-08-14 08:01:00-04:00,201.95,202.0,201.5,202.0,0,0.0,0.0
2025-08-14 08:02:00-04:00,202.0,202.0,201.89,201.96,0,0.0,0.0
2025-08-14 08:03:00-04:00,202.0,202.0,201.84,201.84,0,0.0,0.0
2025-08-14 08:04:00-04:00,201.96,201.96,201.9,201.96,0,0.0,0.0
2025-08-14 08:05:00-04:00,201.8679,201.9821,201.8679,201.94,0,0.0,0.0
2025-08-14 08:06:00-04:00,201.94,201.96,201.94,201.94,0,0.0,0.0
2025-08-14 08:07:00-04:00,201.85,201.9,201.85,201.88,0,0.0,0.0
2025-08-14 08:08:00-04:00,201.91,201.99,201.87,201.9899,0,0.0,0.0
2025-08-14 08:09:00-04:00,201.96,201.99,201.86,201.9,0,0.0,0.0
2025-08-14 08:10:00-04:00,201.85,201.9,201.8138,201.84,0,0.0,0.0
2025-08-14 08:11:00-04:00,201.8042,201.92,201.8042,201.82,0,0.0,0.0
2025-08-14 08:12:00-04:00,201.97,202.0,201.81,201.88,0,0.0,0.0
2025-08-14 08:13:00-04:00,201.98,202.0,201.84,201.97,0,0.0,0.0
2025-08-14 08:14:00-04:00,201.9809,201.9821,201.8679,201.9821,0,0.0,0.0
2025-08-14 08:15:00-04:00,201.86,202.0,201.86,202.0,0,0.0,0.0
2025-08-14 08:16:00-04:00,201.99,201.99,201.87,201.8855,0,0.0,0.0
2025-08-14 08:17:00-04:00,202.0,202.03,202.0,202.03,0,0.0,0.0
2025-08-14 08:18:00-04:00,201.9,202.06,201.9,201.91,0,0.0,0.0
2025-08-14 08:19:00-04:00,202.06,202.06,202.0,202.02,0,0.0,0.0
2025-08-14 08:20:00-04:00,201.99,202.03,201.86,202.03,0,0.0,0.0
2025-08-14 08:21:00-04:00,202.03,202.05,201.9507,201.96,0,0.0,0.0
2025-08-14 08:22:00-04:00,202.0,202.05,201.88,201.8842,0,0.0,0.0
2025-08-14 08:23:00-04:00,201.92,201.97,201.893,201.97,0,0.0,0.0
2025-08-14 08:24:00-04:00,201.97,202.0,201.92,201.97,0,0.0,0.0
2025-08-14 08:25:00-04:00,201.93,201.95,201.93,201.9407,0,0.0,0.0
2025-08-14 08:26:00-04:00,201.93,202.02,201.89,201.93,0,0.0,0.0
2025-08-14 08:27:00-04:00,201.88,202.0,201.8767,202.0,0,0.0,0.0
2025-08-14 08:28:00-04:00,202.05,202.05,201.99,201.99,0,0.0,0.0
2025-08-14 08:29:00-04:00,202.02,202.02,202.0,202.0,0,0.0,0.0
2025-08-14 08:30:00-04:00,202.0,202.05,200.69,201.0643,0,0.0,0.0
2025-08-14 08:31:00-04:00,201.15,201.25,201.05,201.1514,0,0.0,0.0
2025-08-14 08:32:00-04:00,201.3,201.3,200.86,201.02,0,0.0,0.0
2025-08-14 08:33:00-04:00,200.8791,201.02,200.708,200.756,0,0.0,0.0
2025-08-14 08:34:00-04:00,200.75,200.8,200.48,200.52,0,0.0,0.0
2025-08-14 08:35:00-04:00,200.44,200.51,200.36,200.39,0,0.0,0.0
2025-08-14 08:36:00-04:00,200.4,200.7,200.22,200.36,0,0.0,0.0
2025-08-14 08:37:00-04:00,200.23,200.83,200.23,200.72,0,0.0,0.0
2025-08-14 08:38:00-04:00,200.8,200.8,200.45,200.55,0,0.0,0.0
2025-08-14 08:39:00-04:00,200.45,200.7,200.45,200.56,0,0.0,0.0
2025-08-14 08:40:00-04:00,200.6,200.9,200.45,200.86,0,0.0,0.0
2025-08-14 08:41:00-04:00,200.71,200.9,200.61,200.9,0,0.0,0.0
2025-08-14 08:42:00-04:00,200.8,200.9,200.79,200.8465,0,0.0,0.0
2025-08-14 08:43:00-04:00,200.86,201.0,200.78,201.0,0,0.0,0.0
2025-08-14 08:44:00-04:00,201.04,201.12,200.88,200.93,0,0.0,0.0
2025-08-14 08:45:00-04:00,200.93,200.99,200.8,200.99,0,0.0,0.0
2025-08-14 08:46:00-04:00,200.98,200.99,200.82,200.99,0,0.0,0.0
2025-08-14 08:47:00-04:00,200.9521,200.97,200.72,200.82,0,0.0,0.0
2025-08-14 08:48:00-04:00,200.82,200.88,200.71,200.763,0,0.0,0.0
2025-08-14 08:49:00-04:00,200.7505,201.09,200.75,201.0,0,0.0,0.0
2025-08-14 08:50:00-04:00,200.95,201.38,200.91,201.22,0,0.0,0.0
2025-08-14 08:51:00-04:00,201.28,201.35,200.99,201.2,0,0.0,0.0
2025-08-14 08:52:00-04:00,201.13,201.2,201.01,201.05,0,0.0,0.0
2025-08-14 08:53:00-04:00,201.2,201.2,201.0,201.0,0,0.0,0.0
2025-08-14 08:54:00-04:00,201.0226,201.19,200.84,200.84,0,0.0,0.0
2025-08-14 08:55:00-04:00,200.89,200.9,200.8003,200.81,0,0.0,0.0
2025-08-14 08:56:00-04:00,200.86,200.92,200.76,200.79,0,0.0,0.0
2025-08-14 08:57:00-04:00,200.8019,200.95,200.75,200.8475,0,0.0,0.0
2025-08-14 08:58:00-04:00,200.85,200.9,200.75,200.8885,0,0.0,0.0
2025-08-14 08:59:00-04:00,200.8372,201.07,200.76,201.02,0,0.0,0.0
2025-08-14 09:00:00-04:00,201.02,201.11,200.79,200.84,0,0.0,0.0
2025-08-14 09:01:00-04:00,200.83,201.0,200.71,200.77,0,0.0,0.0
2025-08-14 09:02:00-04:00,200.73,200.96,200.73,200.91,0,0.0,0.0
2025-08-14 09:03:00-04:00,200.86,200.99,200.79,200.8113,0,0.0,0.0
2025-08-14 09:04:00-04:00,200.81,200.88,200.7,200.76,0,0.0,0.0
2025-08-14 09:05:00-04:00,200.76,200.8,200.7,200.8,0,0.0,0.0
2025-08-14 09:06:00-04:00,200.71,201.15,200.7,201.15,0,0.0,0.0
2025-08-14 09:08:00-04:00,201.06,201.15,200.9511,200.98,0,0.0,0.0
2025-08-14 09:09:00-04:00,200.95,201.07,200.74,200.9207,0,0.0,0.0
2025-08-14 09:10:00-04:00,200.99,201.0,200.8,200.84,0,0.0,0.0
2025-08-14 09:11:00-04:00,200.88,201.0,200.8,200.84,0,0.0,0.0
2025-08-14 09:12:00-04:00,200.8,200.95,200.78,200.7991,0,0.0,0.0
2025-08-14 09:13:00-04:00,200.86,200.86,200.71,200.71,0,0.0,0.0
2025-08-14 09:14:00-04:00,200.77,200.85,200.72,200.8,0,0.0,0.0
2025-08-14 09:15:00-04:00,200.75,200.85,200.74,200.79,0,0.0,0.0
2025-08-14 09:16:00-04:00,200.73,200.85,200.73,200.7487,0,0.0,0.0
2025-08-14 09:17:00-04:00,200.7333,200.7333,200.46,200.526,0,0.0,0.0
2025-08-14 09:18:00-04:00,200.54,200.57,200.41,200.48,0,0.0,0.0
2025-08-14 09:19:00-04:00,200.57,200.57,200.4,200.44,0,0.0,0.0
2025-08-14 09:20:00-04:00,200.41,200.5,200.36,200.4337,0,0.0,0.0
2025-08-14 09:21:00-04:00,200.45,204.24,200.4203,200.55,0,0.0,0.0
2025-08-14 09:22:00-04:00,200.57,200.57,200.45,200.5,0,0.0,0.0
2025-08-14 09:23:00-04:00,200.57,200.63,200.52,200.5987,0,0.0,0.0
2025-08-14 09:24:00-04:00,200.6,200.6,200.55,200.556,0,0.0,0.0
2025-08-14 09:25:00-04:00,200.52,200.64,200.35,200.46,0,0.0,0.0
2025-08-14 09:26:00-04:00,200.5095,200.75,200.5,200.68,0,0.0,0.0
2025-08-14 09:27:00-04:00,200.78,201.2,200.7493,200.7493,0,0.0,0.0
2025-08-14 09:28:00-04:00,200.99,201.49,200.99,201.41,0,0.0,0.0
2025-08-14 09:29:00-04:00,201.4004,201.49,201.4,201.471,0,0.0,0.0
2025-08-14 09:30:00-04:00,201.5,202.6750030517578,201.5,202.34500122070312,1167727,0.0,0.0
2025-08-14 09:31:00-04:00,202.30999755859375,202.58999633789062,201.9499969482422,202.40499877929688,144901,0.0,0.0
2025-08-14 09:32:00-04:00,202.36000061035156,202.47999572753906,201.9499969482422,202.02999877929688,47754,0.0,0.0
2025-08-14 09:33:00-04:00,201.80999755859375,201.8300018310547,201.52499389648438,201.6999969482422,198384,0.0,0.0
2025-08-14 09:34:00-04:00,201.69639587402344,201.72000122070312,201.4199981689453,201.63999938964844,95204,0.0,0.0
2025-08-14 09:35:00-04:00,201.63999938964844,201.89999389648438,201.61399841308594,201.82000732421875,122654,0.0,0.0
2025-08-14 09:36:00-04:00,201.86000061035156,202.2100067138672,201.85000610351562,202.04100036621094,95692,0.0,0.0
2025-08-14 09:37:00-04:00,202.0500030517578,202.0500030517578,201.6999969482422,201.72140502929688,82403,0.0,0.0
2025-08-14 09:38:00-04:00,201.72000122070312,202.07000732421875,201.66000366210938,202.02999877929688,92745,0.0,0.0
2025-08-14 09:39:00-04:00,202.0500030517578,202.0507049560547,201.5500030517578,201.56500244140625,69019,0.0,0.0
2025-08-14 09:40:00-04:00,201.55999755859375,202.02000427246094,201.4499969482422,201.9600067138672,138778,0.0,0.0
2025-08-14 09:41:00-04:00,202.0,202.3699951171875,201.90859985351562,202.26010131835938,79295,0.0,0.0
2025-08-14 09:42:00-04:00,202.2899932861328,202.3300018310547,201.9199981689453,202.02000427246094,81843,0.0,0.0
2025-08-14 09:43:00-04:00,202.00999450683594,202.05999755859375,201.59500122070312,201.74000549316406,43956,0.0,0.0
2025-08-14 09:44:00-04:00,201.78399658203125,202.05990600585938,201.69000244140625,202.0500030517578,60638,0.0,0.0
2025-08-14 09:45:00-04:00,202.0399932861328,202.36000061035156,201.94000244140625,202.2100067138672,96139,0.0,0.0
2025-08-14 09:46:00-04:00,202.22999572753906,202.3000030517578,202.08999633789062,202.2303009033203,58711,0.0,0.0
2025-08-14 09:47:00-04:00,202.23500061035156,202.6929931640625,202.23500061035156,202.6898956298828,76556,0.0,0.0
2025-08-14 09:48:00-04:00,202.68499755859375,203.0500030517578,202.68499755859375,203.0050048828125,143327,0.0,0.0
2025-08-14 09:49:00-04:00,203.0050048828125,203.18699645996094,202.7667999267578,202.7667999267578,120598,0.0,0.0
2025-08-14 09:50:00-04:00,202.75999450683594,203.10000610351562,202.75999450683594,203.0,89646,0.0,0.0
2025-08-14 09:51:00-04:00,202.97999572753906,203.11000061035156,202.88999938964844,203.02999877929688,111212,0.0,0.0
2025-08-14 09:52:00-04:00,203.0,203.10000610351562,202.77999877929688,202.97999572753906,222794,0.0,0.0
2025-08-14 09:53:00-04:00,203.02000427246094,203.14999389648438,202.66000366210938,202.77000427246094,138017,0.0,0.0
2025-08-14 09:54:00-04:00,202.80499267578125,202.8699951171875,202.35499572753906,202.38999938964844,97995,0.0,0.0
2025-08-14 09:55:00-04:00,202.41000366210938,202.47500610351562,202.27999877929688,202.30999755859375,74891,0.0,0.0
2025-08-14 09:56:00-04:00,202.3249969482422,202.39999389648438,202.1876983642578,202.24000549316406,57837,0.0,0.0
2025-08-14 09:57:00-04:00,202.22000122070312,202.34500122070312,202.05499267578125,202.05999755859375,120807,0.0,0.0
2025-08-14 09:58:00-04:00,201.9600067138672,202.10809326171875,201.91099548339844,202.10000610351562,69995,0.0,0.0
2025-08-14 09:59:00-04:00,202.11000061035156,202.23500061035156,202.03500366210938,202.0800018310547,59570,0.0,0.0
2025-08-14 10:00:00-04:00,202.10000610351562,202.44000244140625,202.05999755859375,202.44000244140625,82467,0.0,0.0
2025-08-14 10:01:00-04:00,202.4499053955078,202.5399932861328,202.10000610351562,202.13999938964844,75260,0.0,0.0
2025-08-14 10:02:00-04:00,202.1300048828125,202.17999267578125,202.0399932861328,202.1300048828125,51704,0.0,0.0
2025-08-14 10:03:00-04:00,202.125,202.14500427246094,201.92999267578125,201.9600067138672,59541,0.0,0.0
2025-08-14 10:04:00-04:00,201.9698944091797,202.0500030517578,201.80999755859375,201.89999389648438,56859,0.0,0.0
2025-08-14 10:05:00-04:00,201.93629455566406,201.9600067138672,201.64500427246094,201.69000244140625,56654,0.0,0.0
2025-08-14 10:06:00-04:00,201.69000244140625,201.69000244140625,201.3636932373047,201.49000549316406,75837,0.0,0.0
2025-08-14 10:07:00-04:00,201.47500610351562,201.47500610351562,201.24000549316406,201.27450561523438,53485,0.0,0.0
2025-08-14 10:08:00-04:00,201.27999877929688,201.4199981689453,201.22500610351562,201.39500427246094,65386,0.0,0.0
2025-08-14 10:09:00-04:00,201.38999938964844,201.5330047607422,201.2899932861328,201.49249267578125,60058,0.0,0.0
2025-08-14 10:10:00-04:00,201.4550018310547,201.55999755859375,201.31500244140625,201.50999450683594,95603,0.0,0.0
2025-08-14 10:11:00-04:00,201.52499389648438,201.7899932861328,201.4600067138672,201.74000549316406,71801,0.0,0.0
2025-08-14 10:12:00-04:00,201.75,201.88999938964844,201.72000122070312,201.7899932861328,57622,0.0,0.0
2025-08-14 10:13:00-04:00,201.7899932861328,201.92999267578125,201.67999267578125,201.83599853515625,51469,0.0,0.0
2025-08-14 10:14:00-04:00,201.86000061035156,202.08999633789062,201.81480407714844,201.94000244140625,58846,0.0,0.0
2025-08-14 10:15:00-04:00,201.92210388183594,202.10000610351562,201.8350067138672,202.0500030517578,72203,0.0,0.0
2025-08-14 10:16:00-04:00,202.052001953125,202.13999938964844,201.85499572753906,201.85499572753906,126086,0.0,0.0
2025-08-14 10:17:00-04:00,201.8300018310547,201.9499969482422,201.81500244140625,201.89999389648438,63021,0.0,0.0
2025-08-14 10:18:00-04:00,201.91000366210938,201.97500610351562,201.86000061035156,201.96499633789062,54926,0.0,0.0
2025-08-14 10:19:00-04:00,201.97500610351562,202.11000061035156,201.97000122070312,202.10000610351562,59622,0.0,0.0
2025-08-14 10:20:00-04:00,202.11000061035156,202.17999267578125,202.0800018310547,202.1699981689453,74751,0.0,0.0
2025-08-14 10:21:00-04:00,202.16000366210938,202.35989379882812,202.08999633789062,202.27999877929688,94873,0.0,0.0
2025-08-14 10:22:00-04:00,202.27000427246094,202.3000030517578,202.1300048828125,202.14999389648438,52888,0.0,0.0
2025-08-14 10:23:00-04:00,202.1750030517578,202.25,202.1199951171875,202.15060424804688,70979,0.0,0.0
