Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,returns,high_low_pct,price_change,volume_pct,volume_ma_5,volume_ma_15,SMA_5,SMA_15,SMA_60,SMA_240,EMA_10,EMA_30,RSI_7,RSI_14,MACD,MACD_signal,MACD_hist,BB_upper,BB_middle,BB_lower,ATR_7,VWAP,price_volume,order_book_imbalance
2025-08-14 09:30:00-04:00,201.5,202.6750030517578,201.5,202.34500122070312,1167727,0.0,0.0,0.004338099382556804,0.005806928981043644,0.004338099382556804,inf,233545.4,77848.46666666666,201.33106024414064,200.7965600813802,200.8421116870117,201.66770458841958,201.15251067240555,200.91198136123165,91.37261421779296,80.46210276409322,0.16449129405822305,-0.01164149008799345,0.1761327841462165,201.46917080873223,200.79437506103517,200.1195793133381,0.5385157895518623,202.17333475748697,236283721.240448,0.2808518927103358
2025-08-14 09:31:00-04:00,202.30999755859375,202.58999633789062,201.9499969482422,202.40499877929688,144901,0.0,0.0,0.000296511197369842,0.003161974227456186,0.000296511197369842,-0.8759119211939091,262525.6,87508.53333333334,201.67606,200.90698,200.86445666666665,201.66960041666664,201.38023578274942,201.00830506562298,91.692463061168,80.94930178386494,0.2577995987775239,0.04224672768511002,0.2155528710924139,201.72888166931062,200.872625,200.01636833068937,0.5530134467085158,202.18897289111126,29328686.728118896,0.28905896092567585
2025-08-14 09:32:00-04:00,202.36000061035156,202.47999572753906,201.9499969482422,202.02999877929688,47754,0.0,0.0,-0.0018527210407925931,0.0026233667400842793,-0.0018527210407925931,-0.6704370570251412,272076.4,90692.13333333333,201.9321997558594,201.00724658528645,200.87909997965497,201.6702254115804,201.4983745093944,201.0742207890858,72.17947552836208,69.3150490856939,0.2980519788421532,0.09340777791651866,0.2046442009256345,201.86944537728058,200.93416993896483,199.99889450064907,0.5497256370782814,202.18772172235117,9647740.561706543,0.8490528011296035
2025-08-14 09:33:00-04:00,201.80999755859375,201.8300018310547,201.52499389648438,201.6999969482422,198384,0.0,0.0,-0.001633429852242796,0.0015121861139570565,-0.001633429852242796,3.154290740042719,311753.2,103917.73333333334,201.9901991455078,201.08857971516926,200.89043326212564,201.66951706553138,201.53503313463946,201.11459344451526,59.23705617640146,61.0057242356684,0.299867207710804,0.13469966387537574,0.16516754383542825,201.94780358790482,200.98366978637696,200.0195359848491,0.5433369578974555,202.12374006602633,40014052.19458008,0.4262344287961694
2025-08-14 09:34:00-04:00,201.69639587402344,201.72000122070312,201.4199981689453,201.63999938964844,95204,0.0,0.0,-0.0002974593926698965,0.0014878151788628388,-0.0002974593926698965,-0.5201024276151303,330794.0,110264.66666666667,202.0239990234375,201.16857967447916,200.90516658528642,201.6683503963216,201.55411790827742,201.1484906022658,57.06661569168825,59.60666866383918,0.2930859754241908,0.16637692618513877,0.12670904923905202,202.01068311275256,201.02566975585938,200.0406563989662,0.5085749713060779,202.09320935427343,19196934.50189209,0.26667005738529836
2025-08-14 09:35:00-04:00,201.63999938964844,201.89999389648438,201.61399841308594,201.82000732421875,122654,0.0,0.0,0.0008927193766870012,0.0014170819196284786,0.0008927193766870012,0.2883282215032983,121779.4,118441.6,201.91900024414062,201.2610001627604,200.92683337402343,201.66785042683918,201.60246143844856,201.19181426174663,61.946941760533,62.39325723318987,0.2987926403457095,0.19286006901725294,0.10593257132845657,202.09157623354136,201.0771701220703,200.06276401059924,0.4767779016049864,202.07144802316935,24754031.178344727,0.27967774626084957
2025-08-14 09:36:00-04:00,201.86000061035156,202.2100067138672,201.85000610351562,202.04100036621094,95692,0.0,0.0,0.001095000663819956,0.0017818195796845228,0.001095000663819956,-0.21982161201428407,111937.6,124821.06666666667,201.84620056152343,201.36040018717446,200.9543500467936,201.66831292836505,201.68219578895082,201.24660046203468,67.2749804635105,65.53660791494909,0.31748770435660845,0.21778559608512404,0.0997021082714844,202.1962977510132,201.14178514038085,200.0872725297485,0.4643809713254794,202.06951728442388,19333707.407043457,0.4694612807579934
2025-08-14 09:37:00-04:00,202.0500030517578,202.0500030517578,201.6999969482422,201.72140502929688,82403,0.0,0.0,-0.0015818340650401996,0.0017350964983849488,-0.0015818340650401996,-0.1388726330309744,118867.4,130314.6,201.78448181152345,201.4418271891276,200.97704013061522,201.66731878265378,201.68932474174102,201.2772330147613,54.419196782078046,57.98792471870222,0.3030219560716034,0.23483286808241993,0.0681890879891835,202.24993277877755,201.20155539184572,200.15317800491388,0.4480417044955002,202.0591589141183,16622448.93862915,0.9388351204920764
2025-08-14 09:38:00-04:00,201.72000122070312,202.07000732421875,201.66000366210938,202.02999877929688,92745,0.0,0.0,0.00152980170822814,0.002029419712848062,0.00152980170822814,0.1255051393759936,97739.6,136497.6,201.85048217773436,201.5372471077474,200.9988734436035,201.66765211090086,201.75126547584208,201.32579854795713,62.49319314415403,62.48161144075217,0.31285231617798104,0.2504367577015322,0.06241555847644886,202.32987390876346,201.27905533081054,200.2282367528576,0.4426076984403395,202.05285551069554,18737272.23678589,0.09758094526834736
2025-08-14 09:39:00-04:00,202.0500030517578,202.0507049560547,201.5500030517578,201.56500244140625,69019,0.0,0.0,-0.0023016202578836076,0.002484071630651388,-0.0023016202578836076,-0.2558197207396625,92502.6,141098.86666666667,201.83548278808593,201.60451393717446,201.01579015096027,201.66613128774006,201.717399469581,201.34123105721193,47.65387377385131,53.24061485968573,0.2798951717438172,0.2563284405099892,0.023566731233827964,202.34876369139408,201.33530545288085,200.3218472143676,0.45090687070555885,202.04206308855254,13911814.903503418,0.9700432740184898
2025-08-14 09:40:00-04:00,201.55999755859375,202.02000427246094,201.4499969482422,201.9600067138672,138778,0.0,0.0,0.0019596867892568426,0.002822377229499327,0.0019596867892568426,1.0107216853330243,95727.4,150350.73333333334,201.8634826660156,201.7045143847656,201.03912359619142,201.6661729823812,201.76150987763302,201.38115206731874,57.6258515088243,58.81325504173944,0.28239467095332316,0.261541686598656,0.020852984354667148,202.39470087222074,201.41162078857423,200.4285407049277,0.46792122120744334,202.0277831962229,28027605.81173706,0.10525752220018697
2025-08-14 09:41:00-04:00,202.0,202.3699951171875,201.90859985351562,202.26010131835938,79295,0.0,0.0,0.0014859110443452561,0.002281197629509907,0.0014859110443452561,-0.42861981005634897,92448.0,155637.06666666668,201.9073028564453,201.80985447265624,201.06245861816404,201.66742340454098,201.852162866856,201.4378584706117,63.74713230366936,62.4724342711179,0.30507396589516134,0.2702481424579571,0.03482582343720425,202.47050575572882,201.49712585449217,200.5237459532555,0.46698894155950504,202.03293859716533,16038214.734039307,0.23817712806531788
2025-08-14 09:42:00-04:00,202.2899932861328,202.3300018310547,201.9199981689453,202.02000427246094,81843,0.0,0.0,-0.0011870707288953453,0.0020295201140398456,-0.0011870707288953453,0.03213317359228207,92336.0,161093.26666666666,201.96702270507814,201.89456809082031,201.0811253560384,201.66767342234292,201.88267948605687,201.4754162642794,56.17282375249584,58.030274741237136,0.30021297717794937,0.27624110940195556,0.023971867775993805,202.49690949483326,201.57312606811522,200.64934264139717,0.4588481873523436,202.03487130486354,16533923.20967102,0.756084852811497
2025-08-14 09:43:00-04:00,202.00999450683594,202.05999755859375,201.59500122070312,201.74000549316406,43956,0.0,0.0,-0.0013859953142029147,0.002304928746055682,-0.0013859953142029147,-0.46292291338294056,82578.2,164023.66666666666,201.90902404785157,201.91656845703125,201.09601711425782,201.66659011189776,201.85673876007635,201.49248653711066,48.355713349985095,53.272913036120514,0.2706471947669513,0.2751223264749547,-0.004475131708003399,202.4917958676131,201.63019134277343,200.76858681793377,0.45972649457209813,202.03064541043915,8867683.68145752,0.6881603988806875
2025-08-14 09:44:00-04:00,201.78399658203125,202.05990600585938,201.69000244140625,202.0500030517578,60638,0.0,0.0,0.001536619164037134,0.0018307525803816457,0.001536619164037134,0.3795158795158795,80902.0,168066.2,202.0060241699219,201.95516866048177,201.11351716512044,201.66679845794675,201.89187772220023,201.52845534450728,56.22438112820778,57.43360213147607,0.26912797168586167,0.2739234555171361,-0.0047954838312744275,202.4921792583929,201.70489149536132,200.91760373232975,0.44689464741224477,202.028304032033,12251908.08505249,0.026771718497836352
2025-08-14 09:45:00-04:00,202.0399932861328,202.36000061035156,201.94000244140625,202.2100067138672,96139,0.0,0.0,0.000791901310035481,0.00207703948865212,0.000791901310035481,0.5854579636531547,72374.2,96627.0,202.05602416992187,201.9461690266927,201.13485061035155,201.6672984859212,201.94971935704876,201.57242640059502,59.90318971097499,59.44102937636675,0.27763453665744464,0.27466567174519785,0.0029688649122467936,202.46837357183873,201.79239183105466,201.1164100902706,0.44305229334554014,202.03350928022715,19440267.835464478,0.35712988184049094
2025-08-14 09:46:00-04:00,202.22999572753906,202.3000030517578,202.08999633789062,202.2303009033203,58711,0.0,0.0,0.00010036194441087609,0.0010384532531926797,0.00010036194441087609,-0.3893113096662124,68257.4,90881.0,202.05006408691406,201.9345225016276,201.15552229207358,201.66788307301837,202.0007341836436,201.6148699168999,60.395689367416374,59.70062519544551,0.2827542076695124,0.2762833789300608,0.006470828739451651,202.4406925106425,201.86990687622068,201.29912124179887,0.4097600677057755,202.037310743971,11873143.196334839,0.33190438115416926
2025-08-14 09:47:00-04:00,202.23500061035156,202.6929931640625,202.23500061035156,202.6898956298828,76556,0.0,0.0,0.0022726303848117357,0.00225957269496672,0.0022726303848117357,0.30394644955800443,67200.0,92801.13333333333,202.18404235839844,201.978515625,201.18385388590494,201.67050763814288,202.126036264778,201.68422641451173,70.0992024345515,65.14191984232777,0.3202059029441102,0.2850678837328707,0.035138019211239546,202.45579547134946,201.96693665771483,201.4780778440802,0.41732180956812004,202.0512731161039,15517127.649841309,0.006763285022677866
2025-08-14 09:48:00-04:00,202.68499755859375,203.0500030517578,202.68499755859375,203.0050048828125,143327,0.0,0.0,0.0015546372055224023,0.0017980122873067442,0.0015546372055224023,0.8721850671403939,87074.2,89130.66666666667,202.43704223632812,202.06551615397134,201.2202706339518,201.67432015848797,202.28584874078427,201.76943792859566,74.99898762488937,68.30205624028278,0.3710362495845061,0.3022615569031978,0.06877469268130831,202.60436604019844,202.04668690185548,201.48900776351252,0.4098480500818261,202.09394178268164,29096098.334838867,0.12328079926391317
2025-08-14 09:49:00-04:00,203.0050048828125,203.18699645996094,202.7667999267578,202.7667999267578,120598,0.0,0.0,-0.0011733944992745604,0.002072314271147475,-0.0011733944992745604,-0.1585814256909026,99066.2,90823.6,202.5804016113281,202.14063618977863,201.2536672993978,201.6770984915161,202.37329441096128,201.83378386396097,65.52871757446985,63.60759598864882,0.38763015715784377,0.319335276954127,0.06829488020371677,202.67946913066504,202.11147689819336,201.54348466572168,0.4113264048134403,202.12644391672396,24453270.53756714,0.9999999997620161
2025-08-14 09:50:00-04:00,202.75999450683594,203.10000610351562,202.75999450683594,203.0,89646,0.0,0.0,0.0011500900212777498,0.001674933973791564,0.0011500900212777498,-0.25665433920960545,97767.6,88623.06666666667,202.7384002685547,202.21930236816405,201.28700063273112,201.68118182484943,202.48724088169558,201.90902361467317,69.87360743734003,66.06650813810529,0.4148164990518808,0.33843152137367777,0.07638497767820301,202.7789572011773,202.14422683715821,201.50949647313914,0.401138575080047,202.15031000264233,18198138.0,0.29412556648891164
2025-08-14 09:51:00-04:00,202.97999572753906,203.11000061035156,202.88999938964844,203.02999877929688,111212,0.0,0.0,0.00014777723791570274,0.0010835897257837086,0.00014777723791570274,0.24056845815764238,108267.8,89657.73333333334,202.89833984375,202.2852355957031,201.3171672790527,201.68543181976318,202.5859241358049,201.981344593036,70.43291606129111,66.38119177813383,0.43378215103186335,0.3575016473053149,0.07628050372654843,202.8692359713295,202.17547683715821,201.48171770298694,0.37526181016905813,202.1800278733546,22579372.224243164,0.36364266872082335
2025-08-14 09:52:00-04:00,203.0,203.10000610351562,202.77999877929688,202.97999572753906,222794,0.0,0.0,-0.00024628405683124743,0.0015765461176198725,-0.00024628405683124743,1.0033269791029746,137515.4,99017.13333333333,202.95635986328125,202.3691416422526,201.3468338745117,201.68943180196126,202.65757351612018,202.04577369848784,67.97867729186783,65.29426998928568,0.43970904630580776,0.3739431271054135,0.06576591920039426,202.96234125572147,202.2229766845703,201.48361211341916,0.36736831217615695,202.23011190358565,45222725.16812134,0.37502384119503357
