Datetime,Close_norm,high_low_pct,price_change,RSI_14_norm,MACD,MACD_signal,BB_upper_norm,BB_lower_norm,Volume_norm,price_change_lag_1,Volume_norm_lag_1,price_change_lag_2,Volume_norm_lag_2,price_change_lag_3,Volume_norm_lag_3,price_change_lag_4,Volume_norm_lag_4
2025-08-14 09:30:00-04:00,1.0032423840477627,0.005806928981043644,0.004338099382556804,0.8046210276409321,0.16449129405822305,-0.01164149008799345,1.0028102918309671,0.997189708169033,0.7996355829148327,0.004338099382556804,0.7996355829148327,0.004338099382556804,0.7996355829148327,0.004338099382556804,0.7996355829148327,0.004338099382556804,0.7996355829148327
2025-08-14 09:31:00-04:00,1.0032423840477627,0.003161974227456186,0.000296511197369842,0.8094930178386494,0.2577995987775239,0.04224672768511002,1.0028102918309671,0.997189708169033,0.7996355829148327,0.004338099382556804,0.7996355829148327,0.004338099382556804,0.7996355829148327,0.004338099382556804,0.7996355829148327,0.004338099382556804,0.7996355829148327
2025-08-14 09:32:00-04:00,1.0032423840477627,0.0026233667400842793,-0.0018527210407925931,0.693150490856939,0.2980519788421532,0.09340777791651866,1.0028102918309671,0.997189708169033,0.7996355829148327,0.000296511197369842,0.7996355829148327,0.004338099382556804,0.7996355829148327,0.004338099382556804,0.7996355829148327,0.004338099382556804,0.7996355829148327
2025-08-14 09:33:00-04:00,1.0032423840477627,0.0015121861139570565,-0.001633429852242796,0.610057242356684,0.299867207710804,0.13469966387537574,1.0028102918309671,0.997189708169033,0.7996355829148327,-0.0018527210407925931,0.7996355829148327,0.000296511197369842,0.7996355829148327,0.004338099382556804,0.7996355829148327,0.004338099382556804,0.7996355829148327
2025-08-14 09:34:00-04:00,1.0032423840477627,0.0014878151788628388,-0.0002974593926698965,0.5960666866383918,0.2930859754241908,0.16637692618513877,1.0028102918309671,0.997189708169033,0.7996355829148327,-0.001633429852242796,0.7996355829148327,-0.0018527210407925931,0.7996355829148327,0.000296511197369842,0.7996355829148327,0.004338099382556804,0.7996355829148327
2025-08-14 09:35:00-04:00,1.0032423840477627,0.0014170819196284786,0.0008927193766870012,0.6239325723318987,0.2987926403457095,0.19286006901725294,1.0028102918309671,0.997189708169033,0.7996355829148327,-0.0002974593926698965,0.7996355829148327,-0.001633429852242796,0.7996355829148327,-0.0018527210407925931,0.7996355829148327,0.000296511197369842,0.7996355829148327
2025-08-14 09:36:00-04:00,1.0032423840477627,0.0017818195796845228,0.001095000663819956,0.6553660791494909,0.31748770435660845,0.21778559608512404,1.0028102918309671,0.997189708169033,0.7996355829148327,0.0008927193766870012,0.7996355829148327,-0.0002974593926698965,0.7996355829148327,-0.001633429852242796,0.7996355829148327,-0.0018527210407925931,0.7996355829148327
2025-08-14 09:37:00-04:00,1.0032423840477627,0.0017350964983849488,-0.0015818340650401996,0.5798792471870222,0.3030219560716034,0.23483286808241993,1.0028102918309671,0.997189708169033,0.7996355829148327,0.001095000663819956,0.7996355829148327,0.0008927193766870012,0.7996355829148327,-0.0002974593926698965,0.7996355829148327,-0.001633429852242796,0.7996355829148327
2025-08-14 09:38:00-04:00,1.0032423840477627,0.002029419712848062,0.00152980170822814,0.6248161144075217,0.31285231617798104,0.2504367577015322,1.0028102918309671,0.997189708169033,0.7996355829148327,-0.0015818340650401996,0.7996355829148327,0.001095000663819956,0.7996355829148327,0.0008927193766870012,0.7996355829148327,-0.0002974593926698965,0.7996355829148327
2025-08-14 09:39:00-04:00,1.0032423840477627,0.002484071630651388,-0.0023016202578836076,0.5324061485968573,0.2798951717438172,0.2563284405099892,1.0028102918309671,0.997189708169033,0.7996355829148327,0.00152980170822814,0.7996355829148327,-0.0015818340650401996,0.7996355829148327,0.001095000663819956,0.7996355829148327,0.0008927193766870012,0.7996355829148327
