Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-08-14 04:00:00-04:00,522.44,522.44,522.44,522.44,0,0.0,0.0
2025-08-14 04:01:00-04:00,522.0,522.02,522.0,522.02,0,0.0,0.0
2025-08-14 04:03:00-04:00,522.09,522.18,522.03,522.18,0,0.0,0.0
2025-08-14 04:04:00-04:00,522.06,522.06,522.0,522.0,0,0.0,0.0
2025-08-14 04:05:00-04:00,522.06,522.06,522.0,522.0,0,0.0,0.0
2025-08-14 04:06:00-04:00,522.17,522.17,522.16,522.17,0,0.0,0.0
2025-08-14 04:07:00-04:00,522.14,522.14,522.06,522.06,0,0.0,0.0
2025-08-14 04:08:00-04:00,522.06,522.06,522.06,522.06,0,0.0,0.0
2025-08-14 04:09:00-04:00,521.95,521.95,521.95,521.95,0,0.0,0.0
2025-08-14 04:10:00-04:00,521.95,522.0,521.9,522.0,0,0.0,0.0
2025-08-14 04:11:00-04:00,522.04,522.04,522.04,522.04,0,0.0,0.0
2025-08-14 04:12:00-04:00,522.02,522.05,521.87,522.05,0,0.0,0.0
2025-08-14 04:14:00-04:00,522.05,522.05,522.0,522.0,0,0.0,0.0
2025-08-14 04:15:00-04:00,522.0,522.0,522.0,522.0,0,0.0,0.0
2025-08-14 04:16:00-04:00,522.15,522.15,522.15,522.15,0,0.0,0.0
2025-08-14 04:19:00-04:00,522.12,522.14,522.12,522.14,0,0.0,0.0
2025-08-14 04:21:00-04:00,522.0,522.0,521.88,521.88,0,0.0,0.0
2025-08-14 04:22:00-04:00,521.87,521.91,521.86,521.91,0,0.0,0.0
2025-08-14 04:24:00-04:00,521.92,521.92,521.86,521.86,0,0.0,0.0
2025-08-14 04:26:00-04:00,521.86,521.86,521.86,521.86,0,0.0,0.0
2025-08-14 04:27:00-04:00,521.86,521.86,521.86,521.86,0,0.0,0.0
2025-08-14 04:29:00-04:00,521.87,521.88,521.83,521.85,0,0.0,0.0
2025-08-14 04:30:00-04:00,521.87,521.87,521.87,521.87,0,0.0,0.0
2025-08-14 04:31:00-04:00,521.86,521.86,521.86,521.86,0,0.0,0.0
2025-08-14 04:33:00-04:00,521.89,521.89,521.78,521.78,0,0.0,0.0
2025-08-14 04:34:00-04:00,521.86,521.86,521.86,521.86,0,0.0,0.0
2025-08-14 04:35:00-04:00,521.85,521.85,521.8,521.8,0,0.0,0.0
2025-08-14 04:36:00-04:00,521.89,521.9,521.89,521.9,0,0.0,0.0
2025-08-14 04:37:00-04:00,521.9,521.9,521.9,521.9,0,0.0,0.0
2025-08-14 04:38:00-04:00,521.98,521.99,521.98,521.99,0,0.0,0.0
2025-08-14 04:39:00-04:00,522.02,522.03,522.0,522.0,0,0.0,0.0
2025-08-14 04:40:00-04:00,522.0,522.0,522.0,522.0,0,0.0,0.0
2025-08-14 04:43:00-04:00,521.96,521.96,521.96,521.96,0,0.0,0.0
2025-08-14 04:49:00-04:00,522.08,522.09,522.08,522.09,0,0.0,0.0
2025-08-14 04:50:00-04:00,522.04,522.15,522.04,522.09,0,0.0,0.0
2025-08-14 04:51:00-04:00,522.09,522.09,522.09,522.09,0,0.0,0.0
2025-08-14 04:52:00-04:00,522.05,522.05,522.05,522.05,0,0.0,0.0
2025-08-14 04:54:00-04:00,522.03,522.03,522.03,522.03,0,0.0,0.0
2025-08-14 05:02:00-04:00,522.1,522.14,522.1,522.14,0,0.0,0.0
2025-08-14 05:03:00-04:00,522.03,522.03,522.03,522.03,0,0.0,0.0
2025-08-14 05:05:00-04:00,521.98,521.98,521.98,521.98,0,0.0,0.0
2025-08-14 05:07:00-04:00,522.03,522.05,522.03,522.05,0,0.0,0.0
2025-08-14 05:08:00-04:00,522.2,522.2,522.08,522.08,0,0.0,0.0
2025-08-14 05:14:00-04:00,522.15,522.15,522.15,522.15,0,0.0,0.0
2025-08-14 05:16:00-04:00,522.2,522.2,522.15,522.15,0,0.0,0.0
2025-08-14 05:17:00-04:00,522.08,522.18,522.07,522.18,0,0.0,0.0
2025-08-14 05:18:00-04:00,522.16,522.18,522.16,522.18,0,0.0,0.0
2025-08-14 05:19:00-04:00,522.24,522.24,522.24,522.24,0,0.0,0.0
2025-08-14 05:20:00-04:00,522.24,522.24,522.08,522.08,0,0.0,0.0
2025-08-14 05:29:00-04:00,522.37,522.37,522.37,522.37,0,0.0,0.0
2025-08-14 05:34:00-04:00,522.59,522.68,522.59,522.68,0,0.0,0.0
2025-08-14 05:35:00-04:00,522.74,522.76,522.74,522.76,0,0.0,0.0
2025-08-14 05:36:00-04:00,522.73,522.76,522.73,522.74,0,0.0,0.0
2025-08-14 05:39:00-04:00,522.69,522.69,522.69,522.69,0,0.0,0.0
2025-08-14 05:41:00-04:00,522.7,522.7,522.7,522.7,0,0.0,0.0
2025-08-14 05:43:00-04:00,522.71,522.71,522.7,522.7,0,0.0,0.0
2025-08-14 05:47:00-04:00,522.77,522.77,522.73,522.73,0,0.0,0.0
2025-08-14 05:48:00-04:00,522.72,522.72,522.71,522.71,0,0.0,0.0
